q_normalized_pions,q_normalized_kaons,q_normalized_protons
,427.01669358715736,
,865.1469715388309,
,640.8777627547144,
,343.9231206706565,
,863.6041017545753,
,454.1607428081782,
1733.8722941242104,,
,502.98529471855187,
,384.8722713269977,
,752.5007391094983,
,542.9755914348051,
,436.48520208484973,
,275.38428571755327,
,750.1182966122182,
,167.47713083933715,
,395.9340261138676,
,416.41075747545625,
,2888.385333441212,
,523.2048393832137,
,742.1289175186948,
,1047.3779690394736,
,453.39243025571074,
,1038.4265764106112,
,432.6729537200966,
,647.8881304545571,
634.9628304505795,,
,1993.8227559425509,
,640.3944273274519,
,167.70400618645732,
,1054.4912616982947,
,634.4227612780147,
,402.12650482312637,
,567.6657316362157,
,257.7019621014406,
,313.49689328829953,
,182.83236594261732,
,425.56449052631905,
,834.4285145559608,
,1191.2554926716753,
,786.0835481925311,
,797.4279141541094,
,550.0738276564884,
,996.9335187907747,
,939.4237294659501,
,4294.96663462903,
,435.9507794785388,
,404.40717420481025,
,732.3946797660766,
,909.6723231441308,
,628.0050806699669,
,514.1960625504328,
,417.25582913246853,
,802.1534607500982,
,207.69809677317303,
,580.6923467961641,
,624.4688728588711,
,1263.2809496559075,
,383.138753260742,
,1289.0424369346263,
1307.2512301213771,,
,408.27254571073223,
272.18923607344976,,
,428.25356803154233,
,1084.5144921001122,
,341.538126454224,
,571.385491094955,
,349.0200810593995,
,662.1842732739622,
,281.3582650922854,
,457.9583846629798,
,2365.4369857654333,
,617.530493908811,
,8252.697162187758,
,1193.2259875699065,
,797.1158189889064,
,388.25121623108356,
,268.29127319887584,
,994.7424639352375,
,256.5854240795712,
,375.86248869102553,
,337.25668155143853,
,996.6781933542181,
,832.9119226180162,
,707.0491172493972,
,1497.16973245282,
,1498.2408285045517,
,2320.918588585111,
,1947.5280635252082,
,2215.2263524543464,
,1147.386646455817,
,372.1534450331318,
,679.5336443187983,
,386.1720193201022,
,387.2166313881533,
,629.5841917948156,
,187.6189705298529,
,264.7071476873393,
,494.84066219475324,
,356.18995502135795,
,924.8200593115216,
,945.3330360407934,
,734.256199472513,
,232.57044141867894,
,1380.385914950145,
466.43681871904823,,
,489.7273550628455,
,270.81732474918925,
,702.9850327140199,
,1338.153320452261,
,553.7091202189071,
,499.4202439883632,
,578.3349314784186,
,322.6467492550131,
,609.7731012795708,
,428.0975408745728,
,415.94691101138545,
,2742.5842144232165,
,489.5424574840271,
,600.3379496520282,
,677.4379638871867,
,495.3453954966762,
,9068.16173530703,
,805.1720449324064,
,1474.7421999382022,
,289.4537317759022,
,805.0730468356949,
,474.37362246804116,
,458.7200043050157,
,231.731310111722,
,1036.392751823076,
,407.76941292044654,
,278.0755108489695,
,462.23470883879196,
,636.4246564002656,
,862.2530446289818,
,716.1425685274262,
,203.91569740086555,
,244.54591321415555,
,1208.5904806384865,
,6839.623805469218,
,1394.5512534847157,
,723.6017420205795,
,818.2145250175216,
,608.1641996569882,
,469.1480672780567,
,670.4292446516059,
,1240.4230662571663,
,235.46354005905368,
1257.508152337615,,
,587.4581873238277,
,171.7878359678329,
,762.1685255808096,
,817.2090604353335,
,427.577658609956,
,1626.3530437716286,
,507.25661124543825,
,520.1738777019594,
,445.33472514697735,
,746.8730760398483,
,222.08528911570124,
,625.1004782146304,
,833.787739519781,
,753.3108294239228,
,462.3833774868877,
,670.5577351900196,
,697.2810943567158,
,995.4087812572416,
,325.7818625633027,
,332.9078513493887,
,305.32365320822794,
,7231.562863549103,
,913.1179026707824,
,390.99718944230216,
,543.0649707097033,
,641.5834476738788,
,455.6691505702003,
,510.49957307408204,
,257.82849264871163,
,608.0972187478061,
,389.22750721593343,
,259.0654855218382,
,1117.091185699013,
,956.6141831594315,
,577.5342718056023,
,2526.9864419826727,
,417.21022093971226,
,1012.8576773811802,
,13487.391047808067,
,189.12320062177784,
,966.1525688167599,
,670.3670738874666,
,510.9071815210937,
,775.3852320243259,
,1023.0395642780828,
,629.1352217325734,
,210.7642144129156,
,502.7731194130682,
,489.22158956467933,
,205.26562033738045,
,10437.62958235085,
,450.1805289251283,
,408.8996854451623,
,422.30449848614467,
,248.3913044221323,
,520.845649037905,
,1197.0955628161014,
,969.9037582550023,
,675.6656833479362,
,317.13086375036164,
,8727.737205699606,
,642.5948601933991,
,442.6563159235429,
,356.2880998462131,
,562.5976961957083,
,321.3254231569643,
,766.7238981805206,
,1214.028570580345,
,661.8967332991489,
,608.7883660125382,
,407.9600212049771,
,2676.6634277619855,
,827.5383625110303,
,518.5233034145162,
,214.17182239317006,
,161.03243717173714,
,315.37347746673834,
,677.9935303866997,
,292.3916269755223,
,266.71195261612155,
,470.6935536617994,
,161.18642038931984,
,303.605289099947,
,771.0007786980932,
,512.3276384193043,
,224.15874746281452,
,391.6558314963579,
,521.5413478009693,
,1671.3637254337123,
,236.49748503691112,
,1024.7721891081428,
,804.6169612035001,
,238.6134142912694,
,862.6981483696386,
,608.3988475957938,
,651.1092981094788,
,375.6945781331182,
,1595.7623938841598,
,332.9453824504279,
,724.0112817005137,
302.06582239899427,,
,302.1093739211069,
,268.6924460380765,
,481.88534676395227,
,702.4538263116717,
,633.6413082645955,
,811.2970916812774,
,674.0107819530017,
,1549.2756415391102,
,271.61196139336283,
,917.5043059406441,
,843.3277414497165,
,2654.4230734381445,
,549.9467242867465,
,320.6736452020361,
,626.963104205228,
,310.853350012128,
,1033.9207872480586,
845.0790402178881,,
,2034.3954613176995,
,375.4466797033551,
,247.7935746519718,
,362.4857136658319,
,677.0146838158583,
,845.2461227727945,
,894.8863707075827,
,1079.5981550033157,
,230.63761488530935,
,595.4733833239543,
,623.7061125719574,
,422.3122668688518,
,1161.1100110232944,
,191.20807006412394,
,786.9557372918622,
,380.20966429078555,
,368.02607687436364,
,188.72956490463298,
,513.2000193231128,
,690.679830444069,
,2167.1932378928273,
,988.7915737438041,
,1100.5725855172268,
,516.4335574855425,
,827.0904127537876,
,1436.8316613597976,
,829.2999994907981,
,406.3487384705237,
,6514.010068302971,
,6257.62319250264,
,434.05006847513175,
,435.88714255767457,
,662.2753010027849,
,697.4956077212797,
,1310.332764590212,
,2816.0217365106073,
,610.1098753652939,
,1880.9798581910925,
,1437.4345248530262,
,598.6614865170909,
,155.97131139676648,
,228.40325475066152,
,228.44610910056082,
,747.8099143544418,
,993.6672173278419,
,334.92825910295875,
,1229.1953139643012,
,733.2933707246773,
,362.579415566671,
,687.5335218417625,
,943.0860698284179,
,192.39842988633745,
,442.8439490018692,
,2583.9126036184202,
,322.8649999803249,
,455.46852960331825,
,854.3090726798038,
,1067.841188787825,
,645.5599411843866,
,600.3147180669783,
,797.4692570986397,
,166.34306887850215,
,1098.0817237764322,
,4152.884277832066,
,569.6257849505532,
,175.23130998714453,
,787.5648309904637,
,545.7200717606443,
,500.2429886254899,
,544.693812297802,
,743.1132578629246,
,1579.1137002597584,
,710.8886281688873,
,809.7707871974453,
,753.2618635585779,
,495.70547137122645,
,6885.217038032687,
,814.955262175557,
,1119.1526996857142,
,871.7055439724674,
,231.10546689608668,
,892.6938504700148,
,734.5941047853356,
,571.9738203875429,
,258.0198641537255,
,782.3586538187872,
,891.6140760179242,
,277.4563463840864,
,564.2069889910305,
,928.2078406122956,
,458.8158302843302,
,440.6051454748483,
,509.8440426793029,
665.2726337757739,,
,1378.673074271773,
,206.70151936742576,
,461.1329285489709,
,333.8626112028511,
,471.17409222133716,
,784.9632128193755,
,4298.037234506286,
,1212.2574747851788,
,758.7239598517563,
,564.6467423242144,
,383.83866404958275,
,365.7936455826766,
,553.8597414529563,
,1259.0912593537712,
,417.69722878589937,
,204.16755355356835,
,302.4406604370386,
,816.1638716332761,
,714.0435131629995,
,1316.539102046192,
,279.92167045493306,
,322.76779371006427,
,1546.4852551924605,
,155.38597082757906,
,1026.2073709524975,
,1070.1194625486855,
,339.2684110476859,
,339.3702462958258,
,159.37168357051848,
,553.3517662938083,
,222.26152636043412,
,825.2910533386085,
,156.62170767432315,
,6212.151371783101,
,1125.8510413369615,
,748.2767809799942,
,425.24469850707106,
,632.4875132441699,
,1464.7903785672618,
,732.4719849756568,
,708.6814406704071,
,317.1352547153041,
,289.5278111900881,
,3121.081450876423,
,7059.702051248279,
,170.36231842074483,
,9629.395414479484,
,778.5029229165448,
,337.5992481096969,
,1745.9035867767034,
,336.89635693222175,
,954.8858193419101,
,820.7296912689691,
,345.24152710674304,
,420.3343120489427,
,1276.2693308572368,
,753.6150731152378,
,1151.213884520799,
,8798.014829590085,
,658.3452217286911,
,302.32768970278676,
,334.3971152949842,
,601.5724962669761,
,614.4954667967658,
,506.41837018527866,
,182.16682686059926,
,174.68853918875666,
,405.99932024126775,
,663.4376951215164,
,2343.708559140467,
,794.9417754909203,
,3091.690369554189,
,569.3249504037436,
,1285.176171554498,
,945.4429376858203,
,227.5720404760479,
,926.6458217734253,
,925.982940418923,
,734.2446622351621,
,273.90320505737293,
,548.1296779608004,
,420.22032906544155,
,587.0292857582979,
,309.00856345815555,
,656.6973453104052,
,822.4983451272893,
,310.60804454420565,
,525.8162363390821,
,354.7290779890912,
,703.4393361285163,
333.76435146726845,,
,213.34778236373208,
,1097.068642305184,
,706.4514459870569,
,387.30081261365933,
,450.8751160803199,
,580.3096154819581,
,664.1676479022402,
,323.2279650200136,
,941.934858712037,
,2209.3063540582093,
,259.2292625708281,
,416.1084561574362,
,564.3785832188192,
,246.23534389805923,
,865.7831430952738,
,384.7163186888625,
,9992.613996852144,
,1933.839644478169,
,785.6308672433511,
,618.2092633199164,
,179.15069718066252,
,393.6584688483561,
,691.0719681382918,
,1139.036581497085,
,492.75112410284856,
,477.7517966296454,
,291.61212014778016,
,363.3381478551648,
,188.9211762492107,
,256.57150026375353,
,384.096143810524,
,495.4805984561669,
,508.85266707395635,
,236.27750241489503,
,2450.342117794844,
,704.7273339733467,
,473.18857743054957,
1112.257202734739,,
,1095.0123794041763,
,674.2036587863925,
,832.6559486128316,
,393.5570629132249,
,204.22264504428267,
,251.85552770060667,
,454.062176330813,
,1202.6189649181351,
,348.9901875133699,
,1038.2294267379364,
,386.40383235326453,
,427.220282323657,
,319.1509611710495,
,448.54248910190717,
,157.81831296896985,
,403.08446438734956,
,542.6024895981096,
,1039.2562273545673,
,468.46144598977924,
,802.2038291887646,
,192.29561737654072,
,233.6930703829238,
,437.58594959219664,
,248.777666679231,
,1333.9123102365502,
,197.1887940187868,
,523.7152776546806,
,640.2695962154467,
,349.59734196428917,
,670.5518695885582,
,862.3416262604579,
,1167.2071056565912,
,368.6940919125757,
,590.8116129996879,
,2411.106751573764,
,180.06873035100634,
,322.5455024005184,
,1075.9028355261019,
,1036.8831397106246,
,483.1695817736945,
,888.4702943283183,
,502.15874876824256,
,251.7159079344829,
,150.88844018061025,
,457.0156650607907,
,654.6813820992026,
,913.4014572162039,
,7330.569455189295,
,472.0220272249799,
,412.1883542103371,
,421.4060213028143,
,1712.3750977404172,
,444.4562010816557,
574.1136767917635,,
,1099.9969774303117,
,833.1126069003157,
153.94963259403048,,
,669.5126619032743,
,571.6585831218384,
,553.2693673581266,
,567.0063790144318,
,287.6430847551006,
,288.3567044504564,
,1015.115371465208,
,625.384410147328,
,1157.4330633351165,
,552.4897362411725,
,239.80368048245657,
,643.9442520108851,
,716.2809221087148,
,404.96232170916073,
,1121.7396880704475,
,653.9750974186675,
,654.8316264454971,
,197.0380240853064,
262.07730978038177,,
,7792.779382044381,
,262.9193912520103,
311.3417469607027,,
,392.3829227050213,
,1032.2632707772923,
,173.43313236482933,
,300.5802142614559,
,336.47230817710124,
,1116.5937068804312,
,1020.8137698558542,
,625.1882956284753,
,1469.4927370146834,
,1739.081498014719,
,654.081239546072,
,332.13886550428265,
,861.6559248605643,
,1033.474156270017,
,381.11707899859215,
,404.34652599918735,
,762.2048075916462,
,760.8848340881104,
,395.60024773839865,
,1349.979171753711,
,196.66350108805227,
,155.94917965619106,
,187.5316943137519,
,1841.1811715229408,
,971.1370988816628,
,1331.2087902089836,
,779.6400635137688,
,760.2907880828039,
,760.800826378225,
,397.3432940229211,
,272.1510371560342,
,405.53042972605624,
562.6581245929775,,
,722.7991490657287,
,344.9845763371921,
,446.27815723039896,
,312.2727337259761,
,433.98875238752055,
,196.72583324227497,
,608.5733405862276,
,9730.382339988464,
,274.884875692993,
,375.2525645503867,
,654.1659653783751,
,2359.4916555200484,
,852.2178109285928,
,813.0521311959678,
,922.2689403146288,
,407.1720535693293,
,467.3974462174514,
,4201.448170093268,
,243.79382548000245,
,155.92197655209674,
,990.7265876126967,
,3079.6924652830307,
,1684.1477163289971,
,4474.8392910133525,
,1642.4697454808272,
,299.6700154658173,
,837.042379143364,
,480.35962568888544,
,292.8797978552552,
,250.7084798077579,
,595.326869174728,
,530.794010749192,
,439.10937697631704,
,734.331458465311,
,390.63390021030887,
543.9418951696566,,
,406.33893761393597,
,659.5677037996726,
,375.8196803600686,
,920.988883717447,
,519.7022480891143,
,368.4519301594436,
,878.0799967311566,
,284.85023959568935,
,400.6130399086921,
,267.1302218871808,
,737.7970284314138,
,199.283356773576,
,556.5547045937833,
,865.2124528738022,
279.1089134546604,,
716.2221187757181,,
,522.8089581688521,
,2758.4958714844956,
845.5598999833809,,
,455.4151479054411,
,537.1579845296512,
,864.6857045447857,
,323.09414523853803,
,319.97382690938616,
,783.2904487108766,
,2599.6413500866943,
,447.1761014401411,
,239.2781258386039,
,455.70071068059684,
,447.394799386861,
,822.497811273186,
,626.8563920507526,
,197.6521784973699,
,232.61087777117032,
,476.0144947382074,
,362.27729234839984,
,158.51768889593365,
,486.83727214299824,
,941.5894717397272,
,224.13821556181185,
,335.61068871703594,
,394.6175793198579,
,169.51170353707792,
,987.4364553984866,
,1110.5246376945997,
,455.3353699601198,
,522.2823684912105,
,373.50242218888366,
,1025.7042973972325,
,533.9652314068397,
,856.7392578527988,
,528.4977228447841,
,1560.6839666164178,
,850.6320014872209,
,787.5133042155542,
,671.6899634079664,
,422.2684684858595,
448.0091528730713,,
,1406.5820000207011,
,745.9313013877625,
,628.7351952672002,
,160.7973502832257,
,639.2926752702172,
,1281.210077369336,
,739.5073536942267,
,299.763859340321,
,645.041971187057,
,314.3114632305865,
,531.9715728008238,
665.9559681639203,,
,960.1240498669504,
,574.0442265422082,
,1163.4276400635265,
,331.1145873390022,
,872.9476998340828,
,367.0556104376798,
,876.6112167117582,
270.39119699726,,
,905.7024888788907,
,647.0882157991574,
,210.51676421696908,
,423.48760618578893,
,159.16652362103227,
,375.6945310805001,
2999.2348120538027,,
,151.84130318901512,
,1385.7832224958318,
,304.311322517013,
,345.81067310876057,
,471.99406845670455,
,274.96758148621285,
,1365.8599101526315,
,888.9644236811403,
,690.2617905731383,
,848.8897678721693,
,5334.400523880215,
,636.0477996146427,
,3634.983608788715,
,382.47476112580034,
,604.2198312076314,
,350.9982481875477,
,165.3190162988158,
,258.58787112937904,
,179.2958263546585,
,656.5874610102767,
,543.6349090234432,
,159.6945716859995,
,494.33750185544375,
,886.3798394447126,
,296.7826151588072,
,462.9422615936073,
,585.8052274835117,
,293.35692480359296,
1935.193278029638,,
,7496.400405425074,
,550.5882899053488,
,8773.067949249957,
,8772.966970773668,
,329.37016524924644,
,642.1126044407725,
,223.8825311329324,
,743.2169826838312,
,508.7195277650497,
,156.67801768590184,
,193.31555633409877,
,402.19121039270595,
,385.73092274832806,
,640.7679536803922,
,428.8427312428779,
,1297.7890815148317,
,1040.465312531998,
803.0502802895978,,
,241.83311256566273,
,320.41599560135825,
,417.5863276765397,
,491.74893280284283,
,421.0132898083951,
,842.6893759400816,
,289.5619221594587,
,352.8575861006697,
,9984.102134614204,
,,505.7437759575159
,343.73993146467524,
,1390.0067296909372,
,600.8331245780236,
,353.63119566835235,
,150.0926869997633,
,437.7667269217177,
,207.36496254700717,
,233.01657520732738,
,659.3061890839502,
,1639.7542368004322,
,301.6377043349137,
,898.2098611777044,
,245.2071761588358,
,360.96544729233665,
,419.5672554716978,
,157.53033864572083,
,362.5033690118293,
,401.6023554904683,
,324.99586796929907,
,527.726417630268,
,163.37707097501163,
,1898.6141902357404,
,155.09864367936288,
,565.1132547987879,
,208.6418097706435,
,237.41798400913092,
,738.3417732197339,
,705.3917447631445,
,1113.0095038114284,
,1538.9286630861968,
,797.6440099468173,
,537.6544466244958,
,1818.893508439896,
368.1915334795389,,
,598.2348658536163,
,612.1630729568661,
,2258.075347297495,
,514.7193316263103,
,592.6086436032801,
,247.02419576071586,
,181.18561721563452,
,178.96311457851326,
,364.068341756663,
,386.56255595651265,
,260.85607446973574,
,294.5313497274254,
,396.6444921709352,
,729.6605200719531,
,588.5993563004246,
,1262.9092854676228,
555.9150118370079,,
,292.53712693327674,
,1594.8489337133701,
,760.6205858746783,
,601.8557006757258,
,6515.582864185212,
,854.8389857726369,
,345.78176398511306,
,1774.1858702428194,
,499.41343965405224,
,256.3713956791283,
,2358.64849628147,
,253.96145312982074,
,436.95521294326466,
,709.923143118297,
,167.3559743351225,
,390.55624067052446,
,433.57594154862267,
,231.95593778742415,
,646.7332106541664,
,534.4045245805986,
,1299.4977524692108,
,833.4957469519213,
,157.81212506877597,
,621.6202677211309,
,276.03138174538896,
,665.1061628048526,
,767.7482204869734,
,303.70490837889207,
,594.5108112422749,
,697.1656200243227,
,250.37398617443367,
,580.5387068639061,
,233.38847504925542,
,747.251925853351,
,602.2445420071147,
,528.4806797515762,
,361.6445023488039,
,1625.404406679061,
,745.1916131314465,
,227.48332532597792,
,3843.756578118499,
,925.5009940375489,
427.8841774001201,,
,180.12738421100576,
,1002.7349481578551,
,2017.262195790241,
,1064.312242708496,
,533.5616370925366,
,627.7572255241062,
,778.3418124117223,
,370.1196412640919,
,426.5212643940453,
,3102.252008834309,
,759.5909450021543,
,450.91921945030373,
,449.6690634659475,
,1722.060270381,
,626.7583279192468,
,164.160513842573,
,418.16385362550204,
,223.349130662211,
,903.4129433342589,
,592.7703627931832,
,271.64654753967,
,364.5967870845003,
,2120.477128942457,
,667.0592820336522,
,2012.7472787928057,
,1504.5178240428154,
,279.64882901755396,
,635.3333009978993,
,263.32374477266916,
,1452.2979793827153,
,1034.9683488257374,
,942.5426434075425,
,1247.917411146498,
,501.7312537957131,
,726.3213336338492,
,481.8915220084356,
,416.25126409648914,
535.1229611494224,,
,422.73273280741967,
,391.2828852507095,
,326.3934044276344,
,787.287881322794,
,412.78759824440095,
,412.00944423400307,
,530.6159819329965,
,638.2878267473519,
,477.91618566310854,
,945.1472215497474,
,1321.5214065600708,
,896.2838519163803,
,1050.9395596645397,
,1628.477042101903,
,334.6690569595771,
,154.29297613576963,
,223.86152787690034,
,331.6816337290426,
,1419.5332006362007,
,235.97754168934455,
,555.4619633243082,
,703.7270861172558,
2634.9952371840586,,
,174.1091504055175,
,1783.7298548203958,
,458.73014420224337,
,457.1704739912909,
,327.8531544150111,
,423.27397786155547,
,358.8245048666825,
,956.7211946305288,
,566.3438664009318,
,378.11864439951535,
,615.88234258274,
,720.1898240312735,
,387.83199497849637,
,626.4015205524141,
,1091.1393253163556,
,318.67321326740205,
,777.7500645994845,
,443.9284271077962,
,900.99511478092,
,666.6197149153179,
,560.3271185844792,
,190.24831002508589,
,438.6472909332112,
,326.1945528221825,
,277.5838076865675,
,1020.7198180072077,
,558.9782069651023,
,608.0140611482465,
,184.5095949341972,
,1136.0782152154654,
,969.8586292807623,
,1290.8516473436473,
,676.1878709548478,
,637.3550739062881,
,183.15342564716553,
,341.17070584488584,
1098.0994012868614,,
,957.7427367195442,
,958.3557233513566,
,415.0824287234491,
,1566.776537727871,
,756.507334587859,
,875.1192349567146,
,929.3005527185123,
,693.2436799372705,
,495.805506934232,
,257.24345706850517,
,280.3677455285393,
,418.84091721440655,
,575.5349493083156,
,237.87264080838838,
,743.8308115602582,
,306.4615391319732,
,683.648617332974,
,750.7760211369132,
,485.8379973936397,
,421.7117510488473,
,376.86261014030595,
,189.3754786851242,
,496.6651911503943,
,1925.0249456122035,
,281.81419374222844,
,626.6480119926607,
,979.2849706038241,
,396.5416530262277,
,688.8270254101583,
,555.5997290771298,
,1486.6422748523066,
,382.4122176067022,
,533.130306536618,
,302.767761869149,
,395.1689591072198,
,373.1766604956448,
,527.5895359302319,
,791.2186260655495,
,2784.6860920515414,
,482.5145603791922,
,700.4236237085798,
,759.730595749862,
,1470.6365419337296,
,538.2236535410162,
,583.5538933680591,
,444.70319986874006,
,4211.999530589123,
,608.4589040246208,
,173.70878505686954,
,1537.0159874146918,
,376.2199204469308,
,586.7292876514565,
,589.6077416650966,
,488.66554497570036,
,707.5372623903589,
,518.8734046368872,
,524.4082756821018,
,554.3546621416934,
,269.73388762076524,
,434.51704387553804,
,1063.2388434863778,
,547.3598532708339,
,250.70209828092092,
,393.0927170038804,
,720.902228417952,
,161.72124942968,
,530.7232432239116,
,992.5766529183275,
,992.1531434112912,
,623.4807200100055,
,679.6130328092544,
,446.0315077884196,
,218.18416028727566,
,504.36446998170027,
,508.85887195230424,
,253.28378718897795,
,318.22662483231574,
,1131.7841553747312,
,456.9089070362695,
,358.8968910034266,
,482.3212291663658,
,246.50760740027226,
,210.36624054396196,
,533.0599219250137,
,606.8423958590802,
,1703.695186110839,
,680.9582476169344,
,603.067972145524,
,525.08080783323,
,361.9417878809279,
,289.1043265627969,
,371.4589960415048,
,806.177836721545,
,251.34644862005135,
,12321.338453305814,
,1130.5214724257223,
,1577.7737210852306,
,1446.998330785517,
,285.77895493942987,
,203.0610409249479,
,835.256999706791,
,311.57429583799234,
,600.1738475866276,
,238.1073040921149,
,320.0220620568202,
,768.7127987231747,
,520.9940394570153,
,674.2955255189681,
,1103.2277281109803,
,1097.957063888363,
,544.9146608299783,
,648.9333342446126,
,375.9170235181792,
,390.4842156438865,
1984.9001286289472,,
,657.5675194919755,
,853.8464729578258,
,458.03112501060315,
,921.1904688439553,
,215.75725985689297,
,469.6848197087399,
,745.5814653993675,
,966.1165168184868,
,2654.0139838064397,
,628.3237735335291,
,425.32996368045787,
,478.8568624145722,
,574.8460760177666,
,652.9853876111375,
,287.75284081449564,
,923.8833976803436,
,561.524028021813,
,376.7810280064873,
,612.606229898672,
,695.7791490714491,
,1105.2624261093704,
,1060.847119949593,
,956.8177615701746,
,256.8992019285124,
,1084.1732773258864,
,892.299323956887,
,172.5368211244743,
,280.7749693830781,
,314.2297493139059,
,1188.178553854412,
,349.1650457499998,
,594.305449393193,
,533.4892084856965,
,399.09005851042866,
,484.0588657499175,
,458.0054162377425,
,444.5922920738367,
,577.1902187763745,
,898.1210899566648,
,579.6168086290918,
,358.88684445587984,
,612.1706414239858,
,156.61418054515713,
,694.3215379927431,
,493.09894506529446,
,391.23332923101697,
,974.1381135019931,
,365.21319199063834,
,1078.1572990068541,
,513.2798646142038,
,455.6408613686905,
,559.2626331545928,
,278.8731733042449,
,522.1540778997096,
,361.63031876953073,
,360.7725779742587,
,424.82317727983695,
,777.9227311682665,
,686.0450163822878,
,1164.5779708626667,
,1440.5240511542718,
,558.58794774474,
,467.6577755474501,
,366.69026358414584,
,345.72593435418236,
,1443.3804036765257,
,468.3410574277072,
,481.5143610869532,
,1898.6121862927998,
,948.9306392206062,
,3615.356956630904,
,174.03436651670745,
,667.3995006687805,
,715.2234447118989,
,948.10216892623,
,615.8595140005442,
,978.6001372039011,
,300.4690459984134,
,854.8333867595114,
,208.90833864315815,
,501.28237600871836,
,1090.343836026141,
,765.1285715651995,
,1065.7257060632187,
,816.7677879145524,
,755.2124702953636,
,354.11400027246043,
,478.0799895263562,
,321.3994049706914,
,1390.575844090476,
,204.86385793352594,
,1455.8291220139763,
,205.25230121000413,
,459.3028478262081,
,4423.817184726022,
876.2227300742985,,
,535.6708926112113,
,6590.372557243487,
,264.69069318327,
,520.5897677389803,
,367.7909857160546,
,483.84006869843273,
,224.22182785142522,
,488.85206065857875,
,3436.5666683726713,
,411.1819944847973,
,1304.2059643186794,
,1313.0352161004266,
,319.3292726177248,
,1126.137765772583,
,353.91392891896095,
,414.27173244701436,
,1073.347054182793,
,169.37826124247363,
,1421.4196893792653,
,220.35286900937476,
,677.3676397692414,
,575.6245046139247,
,567.1925562142878,
,694.9565115256304,
,957.829078670706,
,332.48100709398847,
,1308.6146544704795,
,379.9555175175262,
,615.0231077825449,
,415.20889203988537,
,477.39561979058226,
,1986.5453653088052,
,343.1217254757265,
,537.301353734183,
,205.48918533698048,
,324.39838848974574,
,1108.2840234305033,
,286.7907999246468,
,607.51636560294,
,257.356623794908,
,830.2235981359445,
,169.33836037866536,
,1206.4365121530136,
,166.99494169925254,
,572.3392601477685,
,263.4510055878015,
,515.8412096403216,
,184.27597849339548,
,543.422319979462,
,660.8392459298119,
,318.74154350298113,
,173.30897119806954,
,458.9124247001456,
,204.98025776173705,
,847.1637426525364,
,190.47902467608208,
,888.4930401116726,
,1016.1506008311334,
,1321.8100492140004,
,410.1613863712784,
,219.90831176342968,
,1695.4254415544658,
,582.5004686800978,
,182.9250602580125,
,1036.3189812210796,
,261.5364632990611,
,431.3040314565295,
,352.17696176748126,
,566.6484258326768,
,599.251425523447,
,412.11738758824134,
,999.1995094969325,
,499.72284482130846,
,7420.109882347208,
,628.348143621769,
,450.94279232533114,
,1620.7546904529474,
,827.7512717218106,
,531.6430559577956,
,8911.631379836776,
,420.3395936420764,
,540.9210083206049,
,286.067841266206,
,775.4899254405452,
,963.1654261375423,
,486.440018845126,
,282.0402549811072,
,652.3821751413147,
,297.2171869091431,
,438.9914755860649,
,1419.4505223570895,
,582.3049391071937,
,220.95557981321596,
,401.2874415100802,
,627.0759028531918,
,2359.154475734222,
,269.3552962100029,
,345.2199371514807,
,695.012823061341,
,497.4414524561257,
,1647.483387290719,
